,url,post_name,year,make_mod,make,mod,price,location,vin,condition,drive,fuel,odometer,paint,title,transmission,type,size,cylinders,city_mpg,hwy_mpg,comb_mpg,description,imgurl
10,https://seattle.craigslist.org/est/cto/d/kirkland-2010-audi-a5-20-turbo-quattro/6875175642.html,2010 Audi A5 2.0 Turbo Quattro,2010,audi a5,audi,a5,10200, Kirkland ,,excellent,4wd,gas,98000,black,clean,automatic,coupe,,4 cylinders,23,30,26,"2010 Audi A5 all wheel drive, automatic transmission with 2.0 engine and turbo. very good condition inside out.\\Clean Carfax and no accident.Body is dent free. Interior is clean and all the options work.Maintenance have been done regularly. It runs and drives great with excellent handling in all the weather conditions with all wheel drive.\\New battery, alignment, break service, air filter, spark plug, cabin filter done in 2018, maintenance records are available. tabs good till 2020. \Please text me at  show contact info\ if you are interested.    ",https://images.craigslist.org/00r0r_gbpMYc03Yrr_600x450.jpg
11,https://seattle.craigslist.org/see/cto/d/seattle-2017-hyundai-sonata-se/6875044138.html,2017 Hyundai Sonata SE,2017,hyundai sonata,hyundai,sonata,11499, Seattle ,,like new,fwd,gas,49800,red,clean,automatic,sedan,full-size,4 cylinders,21,30,24,"2017 Hyundai Sonata. 49800 miles, one owner, clean in and out, efficient, no issues. Clean title (no accident was reported per autocheck). Please call or text  show contact info\)or  show contact info\) if you want to come see it and test drive. you wont be disappointed. Priced  below bluebook at only $11499 OBO    ",https://images.craigslist.org/01616_92tDiDKB6Kd_600x450.jpg
12,https://seattle.craigslist.org/see/cto/d/seattle-2007-toyota-rav4/6875037615.html,2007 Toyota Rav4,2007,toyota rav4,toyota,rav4,4900, 4216 Pasadena pl ne Seattle ,JTMZD33V475058503,excellent,fwd,gas,116750,blue,clean,automatic,SUV,full-size,4 cylinders,21,27,23,Drives perfect.\Low mileage.\No issues.\Small scratches.\Text only please.\No calls.\\https://myvehicleproof.com/report-redirect.php?vinid=JTMZD33V475058503    ,https://images.craigslist.org/00e0e_jMOtVlcWpmE_600x450.jpg
13,https://seattle.craigslist.org/see/cto/d/sammamish-2012-bmw-535xi-sport/6875024879.html,2012 BMW 535xi - M Sport,2012,bmw 535xi,bmw,535xi,15999, Sammamish ,,good,4wd,gas,97215,silver,clean,automatic,sedan,,6 cylinders,,,,"2012 BMW 535xi M Sport\\This 2 owner car has everything:\Heated seats, sunroof, light gray leather interior, backup camera, paddle shifting, cruise, AWD, Bluetooth....could go on and on.  \\The M Sport trim line includes an M Aerodynamic Kit, exclusive M Sport colors and trims, M Sports seats, and an M Sport steering wheel to distinguish it visually from cars without the package. M Sport wheels and suspension make the car handle as well as it looks.\\All service done at BMW Seattle with records and Carfax available.\\97,xxx highway miles\\Would consider a trade for an F-150 or equivalent.  Will post more photos shortly    ",https://images.craigslist.org/01313_7ZCjAPx9raL_600x450.jpg
14,https://seattle.craigslist.org/est/cto/d/kirkland-2012-ford-fusion-sel-low-miles/6875023524.html,"2012 Ford Fusion SEL, Low Miles",2012,ford fusion sel,ford,fusion,8000, Kirkland ,,good,fwd,gas,70123,silver,clean,automatic,sedan,mid-size,4 cylinders,17,24,19,"Low Miles 70,123 miles.  \Leather with heated seats and mirrors\Sync Voice control\JL Audio Speakers, C2 series components\New tires, Tires have less than 6k miles on them.\Upgraded PIA lights\HID fog lights\New Battery 6th months ago\Chains included\Yakima Bike and Ski rack included.  Two bikes one wheel on, one off with spare parts.    ",https://images.craigslist.org/00I0I_7mwLxdae4Fh_600x450.jpg
15,https://seattle.craigslist.org/tac/cto/d/milton-07-mitsubishi-eclipse/6875008833.html,‘07 Mitsubishi Eclipse,2007,mitsubishi eclipse,mitsubishi,eclipse,4500, Milton ,,excellent,fwd,gas,124000,orange,clean,automatic,coupe,compact,4 cylinders,19,26,22,"Car is in excellent condition, everything works perfect. Paint is like new, brakes and boil recently serviced. Any questions please feel free to call  show contact info\.    ",https://images.craigslist.org/00y0y_6rSU8C66tAX_600x450.jpg
16,https://seattle.craigslist.org/tac/cto/d/tacoma-2008-acura-mdx/6875004891.html,2008 Acura MDX,2008,acura mdx sh-awd 4dr suv,acura,mdx,10849, Fife ,2hnyd28608h557309,good,4wd,gas,101622,black,clean,automatic,SUV,full-size,6 cylinders,15,20,17,"2008 Acura MDX, low mileage clean 3rd row seating SUV.  Great running with no known issues.  Growing family means not enough room, so have to move up to a larger vehicle.  Please no trades, no low ball offers, no offers without viewing, cash only.  Afternoons, early evenings work best with my work schedule.  MDX has all the bells and whistles, AWD Tech package.  Would be a great family ski vehicle, great car to navigate the roads in the Pacific Northwest.  Water pump and timing belt recently replaced and nearly new tires.    ",https://images.craigslist.org/01515_lHjLbnIePXA_600x450.jpg
17,https://seattle.craigslist.org/see/cto/d/auburn-2005-bmw-325-ci/6874999125.html,2005 BMW 325 ci,2005,bmw 325ci,bmw,325ci,5100, Aubur ,,excellent,rwd,gas,134600,silver,clean,automatic,coupe,sub-compact,6 cylinders,16,24,19,135000 miles with $3000 worth of maintenance and repairs done in the past professionally installed with dates and invoices. Have more pics of interior of interested. Includes detailing of inside and out once sold.  show contact info\ text me for more info thanks    ,https://images.craigslist.org/00P0P_fNpyczdOEFJ_600x450.jpg
18,https://seattle.craigslist.org/see/cto/d/seattle-2013-bmw-328i-drive-for-sale/6874983141.html,2013 BMW 328I X drive for sale.,2013,bmw 328i,bmw,328i,14700, Seattle ,,excellent,4wd,gas,74000,black,clean,automatic,sedan,mid-size,4 cylinders,23,33,26,"Selling my 2013 BMW 328i with 74,000 miles. The car has a clean title and service history from BMW Northwest. Is in excellent condition, inside and out. Runs like the wind with a twin turbo 4 cylinder engine and is also 4 wheel drive. Great on gas and fun to cruise around. Still under the bumper to bumper warranty until mid-july of this year. \\We're expecting a baby so I will no longer have time to take care of it. Let me know if you have any questions. Thanks for looking!.\",https://images.craigslist.org/00g0g_70zraHg4wdW_600x450.jpg
19,https://seattle.craigslist.org/tac/cto/d/puyallup-2007-hyundai-elantra-miles/6874972391.html,"2007 Hyundai Elantra ~ 18,453 miles ~ MINT !!",2007,hyundai elantra se,hyundai,elantra,7500, Puyallup ,KMHDU46D57U121743,like new,fwd,gas,18453,blue,clean,automatic,sedan,mid-size,4 cylinders,25,33,28,"Selling this car for my 95 yr old MIL. It was ALWAYS garaged and NEVER taken out in bad weather. \This car is PERFECT !!! Why pay $18,500 for a new one when $7500 get this one JUST LIKE NEW??\\See the pics .... INCLUDING the original window sticker !!!\\OPTIONS:\Tilt & Telescoping Steering\A/C & Cruise\Power Windows / Locks / Mirrors\Premium CD 6 Speaker Audio System with Steering Controls\Power Sunroof\Heated R&L Front Seats\Front Elantra Carpeted Mats\\Contact for info or more pics\\",https://images.craigslist.org/00A0A_MrUnGJf8Do_600x450.jpg
20,https://seattle.craigslist.org/see/cto/d/auburn-2012-toyota-camry-le/6874966983.html,2012 Toyota Camry LE,2012,toyota camry le,toyota,camry,10500, Auburn ,4T4BF1FK5CR196442,excellent,fwd,gas,69870,,clean,automatic,sedan,,4 cylinders,24,34,28,"2012 Toyota Camry LE for sale. It's 2.5l 4cyl, timing chain driven engine with automatic transmission.\Has power windows and door locks, power mirrors, power/tilt/telescopic steering, A/C and cruise control.\Gray cloth interior with electrically adjustable, front driver's seat. Comes with factory AM/FM Radio/CD/MP3 Player, AUX/USB and Bluetooth connectivity. ABS and Traction control equipped. \Good tires and good brakes all around. Fresh oil change. No issues or problems. Runs and drives excellent. \Has only 69,870 acutal miles and WA CLEAN TITLE. VIN: 4T4BF1FK5CR196442. Asking $10,500.\Please call or text whenever, 253 7O9-3I38\- Thank you. DLR\\camry, toyota camry, toyota camry le.    ",https://images.craigslist.org/00B0B_k2DGS6AvBCI_600x450.jpg
21,https://seattle.craigslist.org/see/cto/d/seahurst-2012-mazda-3-skyactiv/6874948715.html,2012 Mazda 3 Skyactiv,2012,mazda 3,mazda,3,7500, Burien ,,excellent,fwd,gas,113000,blue,clean,automatic,sedan,compact,4 cylinders,22,28,25,"2012 Mazda3 iTouring sedan with skyactiv 2.0 engine. In very good condition, one owner. Runs great, always serviced on time. Gets about 36 highway 33 combined MPG. AM/FM Radio, CD/MP3 Player, AUX and Bluetooth connectivity. Fairly new tires. 113,000 miles, mostly from highway commuting. Clean title with no accidents. $7,500 OBO and no trades.    ",https://images.craigslist.org/00e0e_iQI7kzNH9Ao_600x450.jpg
22,https://seattle.craigslist.org/see/cto/d/federal-way-2007-bmw-x5-e70-v8-awd-suv/6874939079.html,"2007 BMW X5 E70 V8 AWD SUV , Clean Title, Sport & ColdWeather Pkg",2007,bmw x5,bmw,x5,10500, Federal Way ,5UXFE83577LZ44323,excellent,,gas,108000,silver,clean,automatic,SUV,full-size,8 cylinders,15,21,18,"Options: Panoramic Roof, Bluetooth, Fog Lights, Leather Seats, Keyless Entry, BMW Premium Sound System with AUX input, Air Conditioning, Tilt Steering Wheel, 20"" Alloy wheels, ABS, Traction Control, TPMS, Heated Seats, Cruise Control, Navigation, Rear Climate Control, Cold Weather Package, Sport Package and more\\Clean title!!!\Very clean in and out.\Runs and drives flawless.    ",https://images.craigslist.org/00P0P_6oM1HEibGHA_600x450.jpg
23,https://seattle.craigslist.org/skc/cto/d/seattle-2005-chevrolet-tahoe-lt/6874894761.html,2005 Chevrolet Tahoe LT,2005,chevrolet tahoe lt,chevrolet,tahoe,9500, BURIEN WASHINGTON ,1GNEK13Z15J234494,good,4wd,gas,110000,black,clean,automatic,SUV,full-size,8 cylinders,14,19,16,"Spring sale - nothing wrong, everything updated and has all the extras from back up cameras, sound system, newer tires, tow package, running boards, sun roof, etc.  I have four cars and two drivers so decided to sell this one.  Low miles for the year too.  Interior is a gray leather.  Carfax report on file.    ",https://images.craigslist.org/00q0q_eUfMlqAX9io_600x450.jpg
24,https://seattle.craigslist.org/see/cto/d/puyallup-2006-jeep-commander-limited/6874872080.html,2006 Jeep Commander limited Hemi,2006,jeep commander,jeep,commander,9995, Puyallup ,1J8HG58206C283145,excellent,4wd,gas,107999,silver,clean,automatic,SUV,full-size,8 cylinders,14,18,16,"107k miles, awesome inside and out, new windshield, new navigation head unit with bluetooth and 30 GB for pics and tunes. Steering wheel also controls head unit. Beast hemi! 3rd row seating with rear entertainment DVD and separate heating and cooling for rear seats. I bought for 20k 5 years ago for camping and it has been great. Never a daily driver. Can tow lots but I only did it a few times. No 4 low. Jeep is aware. No issues since 4 high is all time and with the Hemi it is much needed. Hemi alone is well sought after but don't let them take it from this gem. Cant find a beast Jeep anymore. Title in hand.    ",https://images.craigslist.org/00t0t_95FgNAN32es_600x450.jpg
25,https://seattle.craigslist.org/see/cto/d/seattle-2012-chevy-impalaltz-low-miles/6874865283.html,2012 Chevy ImpalaLTZ *Low Miles,2012,chevy impala ltz,chevy,impala,6000, Fremont ,,good,fwd,gas,55450,white,clean,automatic,sedan,mid-size,6 cylinders,,,,"Hello. I'm selling my daily commuter. Runs and drives great with no issues at all. I no longer have to commute to work so I don't have much of a use for it anymore. It has a great safety rating and has been well taken care of. I'm making a quick bullet list but if you have any questions or want to make a appointment to see it feel free to contact me through email, text or phone. \\* 55K Miles\* Runs and Drives great with no issues\* Priced well below Kellys Blue Book\* Fully Loaded Model w/ OnStar, Bose sound system, Fog lights and Sunroof\* Upgraded Kenwood touchscreen with rear view camera\* 6 speed transmission with paddle shifters on the steering wheel\* x2 Key remotes\* Recently detailed for new owner\* Clean History/Title\",https://images.craigslist.org/00K0K_SyZzO7xAgR_600x450.jpg
26,https://seattle.craigslist.org/kit/cto/d/rollingbay-2014-honda-insight-5-dr-base/6874846532.html,2014 Honda Insight 5 DR Base,2014,2014 honda insight,2014,honda,9900, Bainbridge Island ,JHMZE2H34ES000810,good,fwd,hybrid,21611,blue,clean,automatic,hatchback,mid-size,4 cylinders,,,,"2014 Honda Insight with very low miles (21,611). Selling because we hardly drive it! Regularly (and recently) serviced at West Hills Honda in Bremerton. In very good condition, runs beautifully. Interior is clean, just a few scratches (from tree branches?) on driver side. \\Notable Features:\Engine & Technical: 98hp 1.3-Liter SOHC 8-Valve I-VTEC 4-Cylinder engine with Integrated Motor Assist. CVT transmission. Electric powered-assisted rack-and-pinion steering. ECO assist system.  Immobilizer theft deterrent system.\\Safety: Driver's and front passenger's dual-stage airbags and side airbags. Side curtain airbags. ABS brakes. Side-impact door beams. LATCH system for child seats. ECO assist indicators. Exterior temperature display.\\Interior: 160-watt AM/FM/CD audio system with two speakers. 60/40 fold-down rear seat. Power windows. Maintenance minder system.\\Exterior: 15"" X 5.5"" steel wheels, P185/60 R15 All-Season tires. Power door mirrors. Projector-beam halogen headlights. LED brake lights. Remote entry  system.\\",https://images.craigslist.org/01313_8ujgn2cm3HB_600x450.jpg
27,https://seattle.craigslist.org/tac/cto/d/lakewood-2012-kia-optima-sx-turbo/6874836703.html,2012 KIA OPTIMA SX TURBO,2012,kia optima sx,kia,optima,9750, google map ,5XXGR4A67CG047866,like new,fwd,gas,110900,white,clean,automatic,sedan,full-size,4 cylinders,22,33,26,"Hurry on this stunning Kia Optima SX w/ GDI turbo 2.0L engine with Paddle shifters (optional to use). Excellent shape, it looks like brand new. No issues with it ever. Clearly very well maintained. Loaded with every option except navigation. AM/FM Stereo, CD/MP3 (Single Disc), Premium Sound, Sirius Satellite, Bluetooth Wireless, Comfort and Convenience. Anti-Theft System, Keyless Entry, Keyless Start, Air Conditioning, Power Windows, Power Door Locks,Cruise Control Heated Seats, Cooled Seats, Dual Power Seats, Leather, Backup Camera, Dual Air Bags, Side Air Bags, F&R Head Curtain Air Bags, HID Headlamps, Premium Wheels 20"", Roof and Glass, Panorama Roof, Fog Lights, Rear Spoiler, Huge trunk! The seats, front and rear look like brand new. All carpets including trunk also like new! Has 3M protection so no rock chips or trunk scratches. Looks like it is a month old!    ",https://images.craigslist.org/00U0U_dmunY7kJvER_600x450.jpg
28,https://seattle.craigslist.org/see/cto/d/seattle-nissan-murano/6874799715.html,Nissan murano,2006,nissan murano,nissan,murano,4900, 18205 des Moines memorial dr ,,good,4wd,gas,145000,blue,clean,automatic,SUV,mid-size,6 cylinders,18,23,20,For sale 2006 Nissan murano    ,https://images.craigslist.org/00D0D_fWdw39tRmr5_600x450.jpg
29,https://seattle.craigslist.org/see/cto/d/2014-toyota-prius/6874797631.html,2014 Toyota Prius,2014,toyota prius,toyota,prius,13900, google map ,JTDKN3DU1E0393717,good,fwd,gas,46923,grey,clean,automatic,hatchback,mid-size,4 cylinders,43,39,41,2014 Toyota Prius with 46k miles. It's been well maintained and taken care of. All services up to date. Runs and drives good. Both interior and exterior are in good condition. Bluetooth Audio. Very reliable and it will be a great car for its next owner. \Clean title and carfax. Please call me at  show contact info\ for a quicker response. \\,https://images.craigslist.org/00S0S_2PrVaxkpEwa_600x450.jpg
30,https://seattle.craigslist.org/see/cto/d/seattle-2012-nissan-altima-25s-low/6874794815.html,"2012 Nissan Altima 2.5S- Low Milage 61,XXX",2012,nissian altima,nissian,altima,6299, google map ,,good,fwd,gas,62000,black,clean,automatic,sedan,full-size,4 cylinders,,,,"Low mileage (61,XXX) Great Value. \\2012 Nissan Altima 2.5S ""Kiki"" looking for a new home! Six cylinders, so it has definite pep and the ability to accelerate and pass on the interstate, but also It gets 25 miles per gallon total with HWY and street driving. She has served me well over the years back and forth to see my family in Spokane and to and from Highline and Bellevue Colleges. But I got a job downtown and walk to work now; I can't justify paying for insurance and parking anymore. \\The car has some cosmetic dings on it, but it runs great and has low mileage. I posed a pic of the biggest flaw which is a crack in the front bumper cover.  There are some scratches and small dents from parking up on Capitol Hill. I took pictures of every side, but I don't want anyone to be surprised if you come see it. After all, it is a used car I'm selling and you might be buying. \\Oil was always changed on time and is good for a few more thousand miles (see sticker). No known issues so it should be good for 100,000+ miles. Tires and brakes should serve you well for a while also, Kiki is ready for the next Commuter/Student/Uber driver/Liver-of-Life!\\Let me know if you have any questions. I will pull the ad down as soon as someone buys it.\\I am not able to offer financing and not looking for any trades so, cash only. \\Thanks!  show contact info\",https://images.craigslist.org/00w0w_llaa504DeEb_600x450.jpg
31,https://seattle.craigslist.org/est/cto/d/kirkland-2012-acura-tl/6874773989.html,2012 Acura TL,2012,acura tl,acura,tl,13200, Kirkland ,19UUA8F52CA005569,excellent,fwd,gas,84100,silver,clean,automatic,sedan,mid-size,6 cylinders,20,29,23,"Excellent condition! 2012 TL TECH PKG. Color is Silver/Ebon. Fully Loaded. Keyless starter. Two Fobs. Been consistently maintained.  Automatic heated seats, driver & passenger. Have CD to upgrade Navigation System. Rubber Mats including the trunk. Sun roof.  New brakes front and back. Tires only have 10,000 miles.   \Thanks for stopping by!    ",https://images.craigslist.org/00S0S_60rWPydo0ko_600x450.jpg
32,https://seattle.craigslist.org/sno/cto/d/kirkland-2006-mercedes-e350/6874744448.html,2006 Mercedes E350,2006,mercedes benz e350,mercedes,benz,5000, Kirkland Redmond ,WDBUF56X37B000475,excellent,fwd,gas,124000,black,clean,automatic,sedan,full-size,6 cylinders,,,,"2006 Mercedes E350 Sedan in very good condition. It has served us well for 10+ yrs but now needs a new home.\Beautiful black exterior with very clean interior. \\Leather seats\3.5L V6 Gas\Mileage: 124,000\Beautiful Panoramic Sunroof\Comes with a brand new spare tire\Tires are 6 months old only\Last oil change 10 days ago    ",https://images.craigslist.org/00V0V_dMrdL1I317g_600x450.jpg
